E =  146.950 MeV, Wt = 1.0, Sc = 1.0
130.540    1.644700    0.047000
123.370    2.147700    0.046300
116.740    2.388700    0.049500
110.490    2.584500    0.052700
104.480    2.837300    0.054000
 98.630    2.896400    0.057400
 92.870    3.086400    0.055400
 87.130    2.975800    0.055200
 81.370    2.956000    0.055900
 75.520    2.686300    0.052700
 69.510    2.464100    0.052300
 63.260    2.157000    0.052600
 56.630    1.949300    0.049900
 49.460    1.688900    0.054000
 41.410    1.476600    0.066500
 31.790    1.393200    0.153600
-------------------------------------
E =  598.410 MeV, Wt = 1.0, Sc = 1.0
161.810    0.382300    0.035900
148.210    0.809500    0.033100
138.590    1.303600    0.041400
130.540    1.602000    0.045900
123.370    2.090400    0.045800
116.740    2.437500    0.049000
110.490    2.667500    0.051700
104.480    2.856000    0.053200
 98.630    3.052000    0.056400
 92.870    3.110400    0.056200
 87.130    3.013800    0.055000
 81.370    2.829200    0.053800
 75.520    2.690800    0.051800
 69.510    2.481600    0.051600
 63.260    2.253000    0.049400
 56.630    1.911000    0.049700
 49.460    1.652300    0.051400
 41.410    1.536500    0.070800
 31.790    1.378100    0.152500
-------------------------------------
E =  600.450 MeV, Wt = 1.0, Sc = 1.0
161.810    0.466600    0.040400
148.210    0.849100    0.032000
138.590    1.255800    0.038200
130.540    1.660200    0.046700
123.370    2.002500    0.045000
116.740    2.401700    0.048100
110.490    2.629600    0.051000
104.480    2.842700    0.053200
 98.630    2.798300    0.055600
 92.870    3.086300    0.054700
 87.130    2.981100    0.054600
 81.370    2.852900    0.054100
 75.520    2.612800    0.052000
 69.510    2.469900    0.051200
 63.260    2.185700    0.048900
 56.630    1.961800    0.048600
 49.460    1.659100    0.050800
 41.410    1.515000    0.063500
 31.790    1.389100    0.137900
-------------------------------------
E =  602.440 MeV, Wt = 1.0, Sc = 1.0
161.810    0.477000    0.042500
148.210    0.802000    0.029300
138.590    1.168700    0.038500
130.540    1.610500    0.045500
123.370    2.062300    0.044700
116.740    2.423500    0.047600
110.490    2.555700    0.051000
104.480    2.897900    0.053200
 98.630    2.870800    0.054300
 92.870    3.031500    0.055300
 87.130    2.865000    0.053800
 81.370    2.784300    0.054700
 75.520    2.570300    0.052100
 69.510    2.296700    0.050600
 63.260    2.058900    0.049000
 56.630    1.864700    0.050900
 49.460    1.518900    0.049600
 41.410    1.520200    0.063900
 31.790    1.347900    0.165700
-------------------------------------
E =  604.510 MeV, Wt = 1.0, Sc = 1.0
161.810    0.467400    0.038600
148.210    0.806800    0.029300
138.590    1.215600    0.036900
130.540    1.673800    0.044600
123.370    1.976600    0.043600
116.740    2.415700    0.047300
110.490    2.622300    0.049000
104.480    2.789400    0.051900
 98.630    3.010200    0.053800
 92.870    3.006600    0.052000
 87.130    2.849100    0.053000
 81.370    2.815500    0.054400
 75.520    2.595000    0.048800
 69.510    2.350000    0.048700
 63.260    2.094600    0.047700
 56.630    1.843900    0.048000
 49.460    1.603700    0.046200
 41.410    1.492400    0.064900
 31.790    1.418700    0.140600
-------------------------------------
E =  606.520 MeV, Wt = 1.0, Sc = 1.0
161.810    0.555800    0.035500
148.210    0.882500    0.030400
138.590    1.282000    0.041100
130.540    1.655900    0.047000
123.370    2.071200    0.044800
116.740    2.417300    0.049100
110.490    2.634300    0.052200
104.480    2.786000    0.052500
 98.630    3.019200    0.054400
 92.870    2.996600    0.055600
 87.130    2.979200    0.054300
 81.370    2.788100    0.053700
 75.520    2.593200    0.053200
 69.510    2.339700    0.048400
 63.260    2.035900    0.048500
 56.630    1.892300    0.047200
 49.460    1.573800    0.047300
 41.410    1.541400    0.068300
 31.790    1.383700    0.137300
-------------------------------------
E =  608.540 MeV, Wt = 1.0, Sc = 1.0
161.810    0.532700    0.034500
148.210    0.791500    0.031300
138.590    1.268900    0.039400
130.540    1.629600    0.046000
123.370    2.010300    0.044300
116.740    2.402200    0.049100
110.490    2.663200    0.050500
104.480    2.925300    0.053400
 98.630    3.034200    0.054000
 92.870    3.012800    0.053300
 87.130    2.846400    0.054400
 81.370    2.910600    0.054700
 75.520    2.647500    0.051600
 69.510    2.414500    0.051000
 63.260    2.019700    0.049500
 56.630    1.885700    0.047400
 49.460    1.607100    0.048700
 41.410    1.512400    0.067400
 31.790    1.384600    0.155900
-------------------------------------
E =  610.540 MeV, Wt = 1.0, Sc = 1.0
161.810    0.492100    0.037700
148.210    0.822200    0.029800
138.590    1.247700    0.038100
130.540    1.566200    0.045200
123.370    1.984100    0.043000
116.740    2.287700    0.047400
110.490    2.630900    0.048500
104.480    2.770900    0.050500
 98.630    2.839900    0.052700
 92.870    2.967400    0.052900
 87.130    2.848600    0.051900
 81.370    2.796000    0.052400
 75.520    2.492200    0.048400
 69.510    2.348000    0.049300
 63.260    2.091200    0.046300
 56.630    1.822100    0.047200
 49.460    1.629800    0.046400
 41.410    1.384500    0.063300
 31.790    1.251400    0.131100
-------------------------------------
E =  612.550 MeV, Wt = 1.0, Sc = 1.0
161.810    0.522500    0.031000
148.210    0.792300    0.030300
138.590    1.268300    0.037600
130.540    1.509300    0.044600
123.370    2.025400    0.042900
116.740    2.366700    0.046600
110.490    2.517800    0.048700
104.480    2.773300    0.050800
 98.630    2.782100    0.051200
 92.870    2.882100    0.051100
 87.130    2.840900    0.050500
 81.370    2.693500    0.048800
 75.520    2.556900    0.048000
 69.510    2.300300    0.047200
 63.260    2.114400    0.045400
 56.630    1.855700    0.045200
 49.460    1.505900    0.044700
 41.410    1.267400    0.060800
 31.790    1.338000    0.121700
-------------------------------------
E =  614.550 MeV, Wt = 1.0, Sc = 1.0
161.810    0.526500    0.038300
148.210    0.818600    0.030600
138.590    1.239900    0.037800
130.540    1.533600    0.043600
123.370    2.101300    0.044200
116.740    2.358400    0.048300
110.490    2.595500    0.049400
104.480    2.738100    0.052200
 98.630    2.881400    0.053300
 92.870    2.849800    0.050900
 87.130    2.820200    0.050800
 81.370    2.731400    0.051300
 75.520    2.505700    0.050600
 69.510    2.285200    0.048100
 63.260    2.027000    0.046300
 56.630    1.780100    0.047600
 49.460    1.434300    0.045300
 41.410    1.322400    0.065200
 31.790    1.269200    0.119800
-------------------------------------
E =  616.540 MeV, Wt = 1.0, Sc = 1.0
161.810    0.483800    0.032800
148.210    0.857600    0.030600
138.590    1.247600    0.036600
130.540    1.495500    0.041700
123.370    1.961500    0.042300
116.740    2.202600    0.046400
110.490    2.536700    0.048600
104.480    2.773700    0.050600
 98.630    2.872400    0.052200
 92.870    2.894900    0.052200
 87.130    2.811100    0.050400
 81.370    2.549900    0.050400
 75.520    2.444300    0.048600
 69.510    2.318300    0.047500
 63.260    2.009100    0.045500
 56.630    1.768500    0.043800
 49.460    1.388000    0.046400
 41.410    1.393800    0.060900
 31.790    1.151100    0.127400
-------------------------------------
E =  618.530 MeV, Wt = 1.0, Sc = 1.0
161.810    0.493000    0.040800
148.210    0.830600    0.035400
138.590    1.153500    0.040600
130.540    1.468500    0.047400
123.370    2.000800    0.047400
116.740    2.261200    0.051200
110.490    2.566400    0.054200
104.480    2.675900    0.054700
 98.630    2.672500    0.057400
 92.870    2.844500    0.056500
 87.130    2.805100    0.056000
 81.370    2.565000    0.055700
 75.520    2.458400    0.053600
 69.510    2.214100    0.052500
 63.260    2.023900    0.051900
 56.630    1.812600    0.051000
 49.460    1.558800    0.051800
 41.410    1.412800    0.071100
 31.790    1.168700    0.189600
-------------------------------------
E =  620.520 MeV, Wt = 1.0, Sc = 1.0
161.810    0.505100    0.039400
148.210    0.885400    0.031400
138.590    1.178900    0.039700
130.540    1.529400    0.044300
123.370    1.959100    0.044100
116.740    2.238700    0.046700
110.490    2.510600    0.050700
104.480    2.716400    0.051700
 98.630    2.781700    0.053200
 92.870    2.833200    0.052700
 87.130    2.810000    0.051000
 81.370    2.564300    0.050700
 75.520    2.500900    0.050000
 69.510    2.204600    0.048900
 63.260    1.964700    0.046800
 56.630    1.706500    0.047400
 49.460    1.452700    0.046500
 41.410    1.418600    0.064600
 31.790    1.325800    0.151500
-------------------------------------
E =  622.450 MeV, Wt = 1.0, Sc = 1.0
161.810    0.488800    0.042400
148.210    0.818400    0.033500
138.590    1.182800    0.042400
130.540    1.553800    0.046900
123.370    1.986700    0.046200
116.740    2.277400    0.049100
110.490    2.480700    0.052400
104.480    2.621000    0.053800
 98.630    2.727900    0.057400
 92.870    2.844200    0.057400
 87.130    2.839800    0.055500
 81.370    2.692100    0.053600
 75.520    2.418400    0.052300
 69.510    2.156900    0.048800
 63.260    1.978900    0.049700
 56.630    1.681400    0.050400
 49.460    1.522600    0.047200
 41.410    1.252200    0.062000
 31.790    1.249800    0.135700
-------------------------------------
E =  624.450 MeV, Wt = 1.0, Sc = 1.0
161.810    0.545300    0.039100
148.210    0.873800    0.032900
138.590    1.271500    0.039700
130.540    1.677800    0.044800
123.370    2.061800    0.044100
116.740    2.292100    0.047600
110.490    2.630200    0.050500
104.480    2.731000    0.052200
 98.630    2.802000    0.053900
 92.870    3.019600    0.053900
 87.130    2.876300    0.051600
 81.370    2.697300    0.053100
 75.520    2.535000    0.049400
 69.510    2.284300    0.048800
 63.260    2.037000    0.046900
 56.630    1.781900    0.046200
 49.460    1.442300    0.047400
 41.410    1.343000    0.067800
 31.790    1.120800    0.167200
-------------------------------------
E =  626.400 MeV, Wt = 1.0, Sc = 1.0
161.810    0.549300    0.033600
148.210    0.815200    0.031500
138.590    1.272900    0.039300
130.540    1.574900    0.044700
123.370    2.011200    0.044300
116.740    2.330600    0.047300
110.490    2.583200    0.050800
104.480    2.692800    0.050900
 98.630    2.872300    0.054400
 92.870    2.889900    0.052400
 87.130    2.841400    0.052700
 81.370    2.686900    0.053400
 75.520    2.568200    0.049200
 69.510    2.216400    0.047200
 63.260    1.984200    0.047900
 56.630    1.861700    0.048200
 49.460    1.513700    0.045100
 41.410    1.384500    0.067300
 31.790    1.251400    0.155200
-------------------------------------
E =  628.360 MeV, Wt = 1.0, Sc = 1.0
161.810    0.571200    0.038200
148.210    0.974900    0.033500
138.590    1.192100    0.038600
130.540    1.649400    0.045400
123.370    1.990100    0.045500
116.740    2.300400    0.048300
110.490    2.486200    0.051800
104.480    2.791500    0.054200
 98.630    2.854600    0.055000
 92.870    3.022700    0.054600
 87.130    2.781100    0.054000
 81.370    2.669400    0.053300
 75.520    2.596700    0.051500
 69.510    2.221900    0.049800
 63.260    2.042300    0.048200
 56.630    1.872100    0.050100
 49.460    1.509700    0.047400
 41.410    1.427800    0.068400
 31.790    1.130900    0.204300
-------------------------------------
E =  630.310 MeV, Wt = 1.0, Sc = 1.0
161.810    0.618000    0.033900
148.210    0.905500    0.031800
138.590    1.304000    0.040000
130.540    1.569100    0.046000
123.370    2.059500    0.045300
116.740    2.351800    0.048200
110.490    2.590600    0.051000
104.480    2.792700    0.053300
 98.630    2.884100    0.054300
 92.870    3.032200    0.054000
 87.130    2.898900    0.055900
 81.370    2.741000    0.054000
 75.520    2.479300    0.050500
 69.510    2.248800    0.050500
 63.260    2.100200    0.047300
 56.630    1.768300    0.047200
 49.460    1.512600    0.046100
 41.410    1.330500    0.062000
 31.790    1.321900    0.171600
-------------------------------------
E =  632.270 MeV, Wt = 1.0, Sc = 1.0
161.810    0.600600    0.040300
148.210    0.922000    0.031400
138.590    1.246700    0.036800
130.540    1.591300    0.044400
123.370    1.936000    0.043400
116.740    2.266000    0.046000
110.490    2.595000    0.048500
104.480    2.773800    0.051000
 98.630    2.825600    0.054700
 92.870    2.861600    0.052000
 87.130    2.785400    0.050800
 81.370    2.622800    0.050700
 75.520    2.487900    0.049300
 69.510    2.185500    0.047100
 63.260    1.952700    0.048100
 56.630    1.832600    0.045400
 49.460    1.434400    0.044700
 41.410    1.345700    0.055800
 31.790    1.140600    0.152200
-------------------------------------
E =  634.190 MeV, Wt = 1.0, Sc = 1.0
161.810    0.604200    0.039300
148.210    0.910000    0.032200
138.590    1.298600    0.038800
130.540    1.642400    0.044000
123.370    1.992700    0.043200
116.740    2.405900    0.048100
110.490    2.588000    0.051200
104.480    2.707100    0.050400
 98.630    2.860300    0.053400
 92.870    2.853300    0.053600
 87.130    2.887100    0.052300
 81.370    2.572900    0.050800
 75.520    2.547400    0.051600
 69.510    2.272800    0.048900
 63.260    1.966900    0.047300
 56.630    1.712000    0.045200
 49.460    1.512700    0.048800
 41.410    1.252200    0.061500
 31.790    1.364700    0.161900
-------------------------------------
E =  636.120 MeV, Wt = 1.0, Sc = 1.0
161.810    0.610500    0.038600
148.210    0.944000    0.038900
138.590    1.166300    0.046100
130.540    1.599500    0.054200
123.370    1.956100    0.053500
116.740    2.373700    0.059600
110.490    2.516800    0.061900
104.480    2.686000    0.064800
 98.630    2.877200    0.066400
 92.870    2.855900    0.063500
 87.130    2.700300    0.065000
 81.370    2.618300    0.062300
 75.520    2.455200    0.060600
 69.510    2.171800    0.059100
 63.260    2.026900    0.057400
 56.630    1.645900    0.054800
 49.460    1.418000    0.059000
 41.410    1.239900    0.075600
 31.790    1.228700    0.144200
-------------------------------------
E =  638.060 MeV, Wt = 1.0, Sc = 1.0
161.810    0.641800    0.035300
148.210    0.820200    0.031900
138.590    1.220200    0.036900
130.540    1.547100    0.045200
123.370    2.005500    0.043300
116.740    2.334300    0.047700
110.490    2.483000    0.049900
104.480    2.696800    0.052200
 98.630    2.903000    0.053500
 92.870    2.979600    0.053600
 87.130    2.761600    0.051400
 81.370    2.672200    0.051800
